sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,unit,value,HKExternalUUID
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,fa38c0ac-b033-4ed9-b2c5-b34a720235c0
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,e60e8239-08f7-4775-b422-b155855dfb1c
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,0214e2e9-5696-4183-a8e3-7d608c03bed7
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,b135153a-f32d-4553-8dcf-62e8b3b1761a
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,a4223f17-36be-40d5-8275-1c30b1872d4a
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,aba53cc2-09db-4fdc-b5c6-28078175c811
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,050f0da7-0dd5-4fc5-be6f-f1cfa118133a
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,2006e15d-c64f-45fb-8b44-57b874aaff17
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,be9673db-e486-42ba-99fc-74f2b8f54e4c
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,09fb0aa4-9646-4ff8-bb0e-e012a33f5bda
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,c1bcbe23-e517-4826-86c9-66064e0ed4d6
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,08026c77-74d5-484b-a741-090f9bd55a3a
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,6480c128-81cb-4e01-8f1e-6e1b6dc1cd64
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,0d8c6a72-2a5b-4c87-bda5-2e710ffc18bd
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,8df50857-d4b8-4bf6-b501-8c949183c9cd
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,76cc9842-dcfe-4ed5-99b0-964a5ffd5fa9
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,9460b09c-c4bf-4034-a7a4-2eda3d651870
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,b46dae0e-5b2a-47d9-9aaa-200aee6dc5f4
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,f8ba40f2-0f4e-4541-9bfe-bcd273113010
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,35c167d0-22a3-4b47-bf3a-d0b9283b1b7d
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,7f893025-e0e2-4fb7-b872-fccd2d7cc934
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,83eef421-0ea7-4876-a09d-4c250d66aab1
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,b56057e2-32da-4605-886d-54b23b6e9a3a
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,40c95095-d001-45de-b8fe-f0c2add2a377
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,46066ead-34c4-4a5e-8e7b-768de61cbd7b
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,c5d45980-7773-4ca9-9753-7223af9d7f0b
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,0030770b-8352-4e65-be71-0aead586b75c
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,79323714-a59c-442f-a533-9ea49cf074f2
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,78d551fe-847c-4ff6-a022-cae7b8255deb
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,edcae374-af75-4648-8ff0-3cbecd27f6db
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,0e05483e-e91f-4bc9-aa66-b3e284b18778
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,e7ad1a77-9a66-4ec4-be03-df3f45f35993
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,67f6dc10-1e5d-43f9-aaa9-a074dd5ef384
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,ebf839b3-3c46-4919-a158-1c1d5f847e57
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,31fb65d3-b9e2-4150-96e9-f802a2384597
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,53cbce04-a84e-4a6e-80ed-3956d9ea3fe1
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,5d568d28-a20c-43ee-bb26-fdcf5dd5be2e
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,16ce094a-d089-4f0c-862e-705191dc74fe
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,cc8dd40b-ed7e-4614-b94b-40fef2c0ccff
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,c1958246-fba6-400c-bc92-18246e8d49b6
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,9da83b23-e048-48b0-9bf3-eeb0c98deb09
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,660abb86-edb1-4351-bf7d-f822c51f07d7
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,d40a7a84-6b0d-4f7e-b0b4-a60fd0925ff9
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,ad85b28b-3714-4766-a8b9-1a47576012b7
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,5eb4bf91-3ed0-4e16-89e4-c543edcd0cff
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,1602ab5b-1f1f-4174-b942-8771d842cf4d
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,8372a025-d4ff-4379-9fbf-3e1bfdf7777d
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,40e0a37f-aec6-458a-a92e-75966ebfe8fc
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,ba9a2c30-1a50-4582-b88c-1021f9b2c9c5
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,d97bfd52-31c7-4916-978d-fd76d85857fc
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,74168281-6312-4d93-8e7e-b211ddf6975e
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,3ced85e9-f073-41c1-bd86-fadb9ce774fa
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,872f26b1-0788-435b-9917-4fe3615f25f5
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,13e49ac7-a870-4a1f-9bef-b148d6165345
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,6e997f8b-2191-4eca-983d-5f8abc3a7dcc
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,d5050ba8-a8c6-4ea7-a1a0-9f17a1345e5f
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,bbf4a9be-0c0e-49f5-8be2-8701755a0a09
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,cf8ab990-3783-4668-9552-dbbe10a4bbf6
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,462f1634-c0e6-4ce0-9015-902929a40c13
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,8e2edb51-c370-4698-9bf9-8f82d5763c9c
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,31a76c8f-8cbe-48bf-aa5c-79811a1d9adb
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,464c9263-a3c0-451f-b7b5-d1cd6df821cd
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,b886b328-5e31-449c-b224-e21e6cd9aa77
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,f8c80245-eaca-4003-8864-66e1292ed29b
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-09-30 07:36:05 +0000,2023-09-30 07:36:05 +0000,kg,94.3499984741211,23cf8623-2638-47be-ac64-3a2de50aa2e6
HKQuantityTypeIdentifierBodyMass,Renpho,1,"iPhone14,3",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"iPhone14,3",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,55a173fc-a8d3-4f83-a45f-54e686fd3777
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,5f17adb7-24cb-4fa9-9e01-0cb382ff8f08
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,730eb4a5-a12a-4327-8ee4-7a8cc5ce12cf
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,40aad49b-6f0e-4cb3-b15e-227647e849b2
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,24e2d762-dd66-4ce0-86e8-f7732099934c
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,cab39983-3da9-419d-9930-ee29c8385968
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,64233470-2190-4d7a-8bf1-0b37be016c1e
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,0f7cea22-5a5a-4594-a507-092e699b5631
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,22e67460-c0a5-421c-877e-db1116925ca3
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,37c3890f-fa90-4184-8210-bc3dee930698
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,f523e5e8-8848-43e0-aae2-6bbddbb842a0
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,0c2e01ab-cc0b-4d20-bd4a-8f7fa7e3034d
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,f84cd0b8-4513-42e7-869e-e1b33782cddd
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,a9e631aa-78c5-46c6-9479-1d31462c5947
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-01 08:31:24 +0000,2023-10-01 08:31:24 +0000,kg,94.9000015258789,13853e74-f2b0-41e6-a1b2-5b35f0378054
HKQuantityTypeIdentifierBodyMass,Renpho,1,"iPhone14,3",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"iPhone14,3",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,160af6d0-9439-4553-b77f-a91fe6ca6a9e
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,9c402d25-f77c-46e5-bf65-b78d6ff526c9
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,33ff7118-f0f3-4c72-98c7-3e3ff7a8944d
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,201a5bb6-3c74-42d1-8261-d6882814f9dc
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,e801ac61-d243-4690-9d1d-69e7d91dd550
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,922fa86c-96ae-428b-9eac-17d9098f06e7
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,26a61bbf-8bea-4730-bef9-f82e3912a584
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,67c5148c-8a99-49fd-8f8c-6e29b6ea2b92
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,8637884a-829a-4956-9bc1-f12a1a646c0e
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,02d25154-b20f-4df1-aa6e-2c751de9b3e0
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,cd85e4ea-f87f-442e-817c-436a1c798b4a
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,045af5f2-5ae7-419c-a674-dd2efa2e7335
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,dc31de3e-6887-4522-811c-9d2b4519af8c
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,fa535ced-37e8-415b-8156-a1e4c30df4fe
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,f472d797-2680-44c3-a8e4-36296fbb8da0
HKQuantityTypeIdentifierBodyMass,YAZIO,1654,"Watch4,2",,2023-10-02 06:16:28 +0000,2023-10-02 06:16:28 +0000,kg,94.9000015258789,b9ac8792-abb9-41ba-801e-861b6eb07e7e
HKQuantityTypeIdentifierBodyMass,Renpho,1,"iPhone14,3",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"iPhone14,3",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,dc1fe0ce-81dd-48fa-bc2f-b8dc012e7d9c
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,531a363a-05a6-4be5-b265-ac6bce2fece5
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,a530db55-3756-4d35-8b86-91864ae382a5
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,00a5c2f4-e37c-41c9-8d5f-7b34f4986b87
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,5ef3510e-cd47-4807-ac14-06df32fe0561
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,001e2991-100e-414a-8e6c-e6539496ed88
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,1fbf9b14-e5d2-41f0-9d27-f69eb2903cc0
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,6f38f5bb-42a8-43d8-a3af-390ce6798694
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,e64a5585-6a89-46a7-9a2a-bd8c1222568e
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,f1510780-0436-4d86-831c-31bcf0fa2d71
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,4b17d2b2-6536-4763-8658-e3f586074537
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,9d3ba9c5-24eb-43dd-865f-4d2c95ab4684
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,18010103-646e-4bfd-ba91-f5d2cab5c34c
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,bd44256b-5c37-4fe0-a5f8-d2613515fa1f
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,9647cb0a-b088-442e-8d74-7ae6283b482f
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,dd987e54-40c9-4ceb-942a-7b5380fdc74c
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,badf7f36-12f3-4d17-a928-9b0ea262d902
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,94102bc1-fc30-49e8-aabe-4ae4c217a1ce
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,05bbb386-3e92-4c40-a164-23511fcb5189
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,7e38e00f-c2fa-4309-8e5b-2f91144b8848
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,fd8e861e-f241-4dee-89c6-2e0f68273204
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,941b1c0d-54c2-4aec-a151-9d6ed74cda80
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,b04399ad-8c32-4e8f-a91b-ff4ea30f899e
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,f1607702-b2b4-4c07-a9d9-f9f23e9511f9
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,3a8ac261-ce89-42e6-913a-f983a95e2f06
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,c3024b1a-9f47-46d7-ab46-c9d48ed2d4ce
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,ca4da6a2-5dee-420b-9ac9-3f190712070a
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,d0ddd632-0d41-4204-8c28-9ee7687ee63c
HKQuantityTypeIdentifierBodyMass,YAZIO,1657,"Watch4,2",,2023-10-05 05:23:34 +0000,2023-10-05 05:23:34 +0000,kg,93.75,f3b3d90c-4321-4436-9c1b-b218787440da
